name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jigawa,8/15/2013,81.8,71,76.6,85.9,71,78.1,71.1,84.1,0.415,100,66.67,rain,0,0,,7.6,250.5,1010.5,92.4,,,,,,2013-08-15T06:11:38,2013-08-15T18:42:13,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/16/2013,79.1,72.6,75,79.1,72.6,75,71.5,89,0.91,100,79.17,rain,0,0,,4.5,244.2,1012,86.7,,,,,,2013-08-16T06:11:43,2013-08-16T18:41:44,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/17/2013,81.8,71.5,75.1,86.7,71.5,75.5,71.5,88.8,0.635,100,79.17,rain,0,0,,6.5,262.1,1011.8,88.5,,,,,,2013-08-17T06:11:47,2013-08-17T18:41:14,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/18/2013,83.4,71.5,76.4,89.1,71.5,77.9,71.6,85.6,0.337,100,75,rain,0,0,,6.7,246.5,1012.3,99,,,,,,2013-08-18T06:11:51,2013-08-18T18:40:44,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/19/2013,89.5,72.8,79.8,97.5,72.8,82.9,72.4,79.4,0.131,100,20.83,rain,0,0,,5.4,254.3,1011.3,51.6,,,,,,2013-08-19T06:11:55,2013-08-19T18:40:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,8/20/2013,79.2,72.4,75.9,79.2,72.4,75.9,70.6,83.7,0.229,100,37.5,rain,0,0,,8.1,205,1011.3,92.3,,,,,,2013-08-20T06:11:58,2013-08-20T18:39:41,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,remote
Jigawa,8/21/2013,88.2,69.9,77.9,94.2,69.9,80.2,70.5,79.3,0.253,100,62.5,rain,0,0,,9.2,228.8,1011.8,47.1,,,,,,2013-08-21T06:12:01,2013-08-21T18:39:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/22/2013,85.2,72.8,78.8,90.7,72.8,80.7,70.7,76.8,0.012,100,4.17,rain,0,0,,7.6,253.2,1011.5,52.3,,,,,,2013-08-22T06:12:03,2013-08-22T18:38:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,8/23/2013,88.1,71.5,80.1,93.9,71.5,82.7,70.8,74.6,0.016,100,8.33,rain,0,0,,9.4,254.9,1010.9,60.5,,,,,,2013-08-23T06:12:06,2013-08-23T18:38:02,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
Jigawa,8/24/2013,85.2,72.1,77.2,93.4,72.1,78.9,72.2,85.2,0.592,100,41.67,rain,0,0,,7.8,250.9,1011,84.5,,,,,,2013-08-24T06:12:08,2013-08-24T18:37:28,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/25/2013,87.5,72.2,77.8,93.8,72.2,79.6,71.6,82.4,0.242,100,79.17,rain,0,0,,5.8,234.5,1011.3,91.6,,,,,,2013-08-25T06:12:09,2013-08-25T18:36:54,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/26/2013,85.2,72.8,78,92.7,72.8,79.9,72.6,84.1,0.259,100,83.33,rain,0,0,,4,234.5,1012.2,95.6,,,,,,2013-08-26T06:12:10,2013-08-26T18:36:19,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,8/27/2013,88.2,73.1,79.5,95,73.1,81.9,72.2,79.9,0.324,100,33.33,rain,0,0,,4.7,261.4,1012.3,63.7,,,,,,2013-08-27T06:12:11,2013-08-27T18:35:43,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
Jigawa,8/28/2013,89.3,73.1,80.2,99.4,73.1,83.5,72.8,79.2,0.143,100,25,rain,0,0,,6.5,241.3,1011.7,88.3,,,,,,2013-08-28T06:12:12,2013-08-28T18:35:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,8/29/2013,86.1,71.9,77.6,93.3,71.9,79.6,71.4,81.7,0.586,100,50,rain,0,0,,8.9,245,1012.6,92.9,,,,,,2013-08-29T06:12:13,2013-08-29T18:34:31,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
Jigawa,8/30/2013,87.2,72.4,79.4,94.2,72.4,82.2,71.5,78.1,0.008,100,8.33,rain,0,0,,6.7,243.5,1012.2,69.5,,,,,,2013-08-30T06:12:13,2013-08-30T18:33:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,8/31/2013,86.4,71.9,78.3,93.3,71.9,80.8,71.4,80.2,0.331,100,45.83,rain,0,0,,8.5,242,1010.9,78.4,,,,,,2013-08-31T06:12:13,2013-08-31T18:33:17,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/1/2013,89.1,71.3,77.9,96.3,71.3,80.4,71.1,80.9,0.248,100,58.33,rain,0,0,,5.1,215.3,1011,92.8,,,,,,2013-09-01T06:12:12,2013-09-01T18:32:40,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,9/2/2013,81.6,71.5,75.9,86.1,71.5,76.5,71,85.1,0.202,100,45.83,rain,0,0,,4.9,210.5,1013.1,85.5,,,,,,2013-09-02T06:12:12,2013-09-02T18:32:02,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/3/2013,88.4,71.5,79.2,95.1,71.5,81.9,71.5,79.2,0.076,100,37.5,rain,0,0,,4.7,270.2,1013.1,39.1,,,,,,2013-09-03T06:12:11,2013-09-03T18:31:24,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,9/4/2013,90.9,73.3,80.6,98.9,73.3,83.9,72.7,78.2,0.105,100,12.5,rain,0,0,,6.7,207.9,1012.6,92.1,,,,,,2013-09-04T06:12:10,2013-09-04T18:30:45,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
Jigawa,9/5/2013,88.6,72.4,79.2,95.8,72.4,82.1,72,79.9,0.028,100,16.67,rain,0,0,,5.8,187.2,1012.2,80.1,,,,,,2013-09-05T06:12:09,2013-09-05T18:30:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
Jigawa,9/6/2013,88.8,74,80.6,97.8,74,83.9,72.4,77.2,0.008,100,4.17,rain,0,0,,6,237,1012.5,47.5,,,,,,2013-09-06T06:12:08,2013-09-06T18:29:27,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,9/7/2013,88.2,72.4,79.8,95.8,72.4,82.9,71.1,75.6,0.004,100,4.17,rain,0,0,,6.7,276.7,1011.9,74.8,,,,,,2013-09-07T06:12:07,2013-09-07T18:28:48,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,9/8/2013,92.7,73.5,82.6,98.6,73.5,86.4,72,72.6,0,0,0,,0,0,,6.7,262.3,1011.3,36.4,,,,,,2013-09-08T06:12:05,2013-09-08T18:28:08,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,9/9/2013,87.9,71.3,78.5,96.4,71.3,80.5,72.6,83.1,0.585,100,50,rain,0,0,,8.5,233.8,1010.9,57.9,,,,,,2013-09-09T06:12:03,2013-09-09T18:27:28,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/10/2013,85.2,70.2,76.3,89.7,70.2,77.7,70.7,83.8,0.402,100,45.83,rain,0,0,,7.6,235.5,1011.5,77.7,,,,,,2013-09-10T06:12:02,2013-09-10T18:26:48,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,9/11/2013,84.6,71.7,77.4,90.3,71.7,79,71.5,83,0.096,100,54.17,rain,0,0,,6,191.5,1011.6,71.8,,,,,,2013-09-11T06:12:00,2013-09-11T18:26:08,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,9/12/2013,89,72.2,80.5,96.4,72.2,83.4,71.9,76.8,0.145,100,16.67,rain,0,0,,5.8,232.4,1011.6,28.4,,,,,,2013-09-12T06:11:58,2013-09-12T18:25:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
Jigawa,9/13/2013,89.3,74.6,80.5,100.7,74.6,84.6,73.8,81.1,0.056,100,20.83,rain,0,0,,7.4,248.4,1011.8,43.5,,,,,,2013-09-13T06:11:56,2013-09-13T18:24:47,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/14/2013,90.9,72.8,80.9,102.1,72.8,85.3,73.6,79.8,0.263,100,54.17,rain,0,0,,5.4,183.9,1013.3,67,,,,,,2013-09-14T06:11:54,2013-09-14T18:24:07,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,9/15/2013,90.9,74.2,81.9,98.8,74.2,85.2,72.5,75,0.016,100,16.67,rain,0,0,,4.7,239.9,1013.4,26.8,,,,,,2013-09-15T06:11:52,2013-09-15T18:23:26,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/16/2013,92.6,75.1,83.2,100.3,75.1,87.6,72.5,71.6,0.004,100,4.17,rain,0,0,,6.3,281.4,1011.4,19.8,,,,,,2013-09-16T06:11:50,2013-09-16T18:22:45,0.39,Rain,Clear conditions throughout the day with afternoon rain.,rain,remote
Jigawa,9/17/2013,96,76.9,84.9,103.6,76.9,90.2,73.8,72.1,0,0,0,,0,0,,7.2,258.3,1010.2,10.1,,,,,,2013-09-17T06:11:48,2013-09-17T18:22:05,0.43,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,9/18/2013,93.3,77.1,83.2,104.3,77.1,87.9,73.7,74.2,0.047,100,8.33,rain,0,0,,8.7,258.8,1010.1,18.6,,,,,,2013-09-18T06:11:45,2013-09-18T18:21:24,0.46,Rain,Clear conditions throughout the day with rain.,rain,remote
Jigawa,9/19/2013,94.2,74,83.2,102,74,88,72.1,71,0,0,0,,0,0,,7.8,249.5,1008.9,43.9,,,,,,2013-09-19T06:11:43,2013-09-19T18:20:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,9/20/2013,93.3,77.3,84.4,103.6,77.3,89.8,73.8,72.1,0,0,0,,0,0,,8.9,250.7,1008.8,42.7,,,,,,2013-09-20T06:11:41,2013-09-20T18:20:03,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,9/21/2013,90.9,75.6,82.6,98.2,75.6,86.4,72.7,73.3,0,0,0,,0,0,,8.5,253,1009.5,36.5,,,,,,2013-09-21T06:11:40,2013-09-21T18:19:22,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,9/22/2013,89.9,76,81,101.2,76,84,73.5,78.8,0.06,100,20.83,rain,0,0,,7.4,217.4,1009.8,80.8,,,,,,2013-09-22T06:11:38,2013-09-22T18:18:41,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/23/2013,88.8,73.8,81.2,95.3,73.8,84.5,71.5,73.6,0.004,100,4.17,rain,0,0,,8.1,183.3,1011,71.9,,,,,,2013-09-23T06:11:36,2013-09-23T18:18:01,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,9/24/2013,89.5,74.6,81,96.7,74.6,84.2,71.1,72.8,0.004,100,4.17,rain,0,0,,10.7,243.7,1012.3,72.5,,,,,,2013-09-24T06:11:34,2013-09-24T18:17:21,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,9/25/2013,84.1,74,78.5,89.3,74,80.3,70.8,77.5,0.012,100,12.5,rain,0,0,,8.7,259.2,1013.1,68.8,,,,,,2013-09-25T06:11:33,2013-09-25T18:16:40,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,9/26/2013,93.8,73.8,82.2,100.9,73.8,85.3,71.5,72.5,0.008,100,4.17,rain,0,0,,6.5,251,1012.3,22.7,,,,,,2013-09-26T06:11:32,2013-09-26T18:16:00,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
Jigawa,9/27/2013,94.2,75.1,84.3,104,75.1,89.7,74,73.2,0.012,100,4.17,rain,0,0,,8.5,234.4,1010.7,17.8,,,,,,2013-09-27T06:11:31,2013-09-27T18:15:21,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
Jigawa,9/28/2013,93.5,77.1,83.2,103.3,77.1,87.5,72.8,72.2,0.032,100,8.33,rain,0,0,,8.7,245.9,1011,64,,,,,,2013-09-28T06:11:30,2013-09-28T18:14:41,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,9/29/2013,93.3,73.3,81.8,101.1,73.3,85.9,72.6,75.6,0.295,100,20.83,rain,0,0,,8.1,253.3,1011.6,44.1,,,,,,2013-09-29T06:11:29,2013-09-29T18:14:02,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,9/30/2013,92.7,74.7,82.5,100.8,74.7,85.9,71.6,71.9,0.004,100,4.17,rain,0,0,,7.6,235.6,1010.3,70.1,,,,,,2013-09-30T06:11:29,2013-09-30T18:13:23,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,10/1/2013,91.7,74.9,83.1,99.9,74.9,87.5,72.5,71.9,0.012,100,8.33,rain,0,0,,9.4,243.2,1010,61.5,,,,,,2013-10-01T06:11:28,2013-10-01T18:12:44,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
Jigawa,10/2/2013,89.7,75.6,80.8,102.1,75.6,84.8,74.2,81.1,0.216,100,33.33,rain,0,0,,7.8,237.9,1009.9,81.2,,,,,,2013-10-02T06:11:28,2013-10-02T18:12:05,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,10/3/2013,90.8,72.8,80.7,101.9,72.8,85,73.5,79.6,0.035,100,8.33,rain,0,0,,5.1,211.5,1010.2,71.7,,,,,,2013-10-03T06:11:29,2013-10-03T18:11:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
Jigawa,10/4/2013,90.6,76,81.8,103.6,76,85.6,74.5,79.6,0.201,100,20.83,rain,0,0,,7.6,255.1,1011.3,34.2,,,,,,2013-10-04T06:11:29,2013-10-04T18:10:49,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,10/5/2013,92.7,72.4,82.6,101.2,72.4,85.8,70.8,69.8,0,0,0,,0,0,,7.4,252.9,1010.5,25.2,,,,,,2013-10-05T06:11:30,2013-10-05T18:10:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/6/2013,94,74.2,82.6,98.9,74.2,86.5,71.5,71.2,0.004,100,4.17,rain,0,0,,7.2,237.2,1011,60.5,,,,,,2013-10-06T06:11:32,2013-10-06T18:09:35,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
Jigawa,10/7/2013,88.1,75.3,80.1,96,75.3,82.2,71.1,75.3,0.016,100,12.5,rain,0,0,,7.2,220.6,1012.1,42.2,,,,,,2013-10-07T06:11:33,2013-10-07T18:08:58,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
Jigawa,10/8/2013,88.8,71.9,78.5,94.4,71.9,80.2,71.4,80,0.26,100,29.17,rain,0,0,,5.4,257.1,1012.1,78.1,,,,,,2013-10-08T06:11:35,2013-10-08T18:08:22,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
Jigawa,10/9/2013,91.8,74.4,81.7,96.8,74.4,83.3,69,68.6,0,0,0,,0,0,,6.5,214.4,1011.2,85.5,,,,,,2013-10-09T06:11:38,2013-10-09T18:07:47,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/10/2013,92.7,72.1,81.1,96.7,72.1,82.4,67.4,67.1,0,0,0,,0,0,,6,274.3,1011.2,20.5,,,,,,2013-10-10T06:11:40,2013-10-10T18:07:12,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/11/2013,94,66.1,79.4,90.9,66.1,79,60,58,0,0,0,,0,0,,4.7,290.6,1011.7,27,,,,,,2013-10-11T06:11:43,2013-10-11T18:06:37,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/12/2013,97.2,65.2,80.7,97.7,65.2,80.3,57.9,50.3,0,0,0,,0,0,,6.7,340.8,1011,0.7,,,,,,2013-10-12T06:11:47,2013-10-12T18:06:03,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/13/2013,90.2,70.2,77.2,94,70.2,78,66.8,72.5,0.287,100,16.67,rain,0,0,,8.9,146.7,1011.2,23.7,,,,,,2013-10-13T06:11:51,2013-10-13T18:05:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Jigawa,10/14/2013,84.6,72.8,78.5,88.9,72.8,80,70.9,78.6,0.165,100,25,rain,0,0,,6.9,128.2,1011.8,95.3,,,,,,2013-10-14T06:11:56,2013-10-14T18:04:57,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
Jigawa,10/15/2013,91.7,70.4,80.7,98.2,70.4,82.5,68.8,71,0.016,100,4.17,rain,0,0,,6.7,27,1012.4,83.8,,,,,,2013-10-15T06:12:01,2013-10-15T18:04:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
Jigawa,10/16/2013,94.2,72.9,82.7,93.1,72.9,82.7,61.1,50.9,0,0,0,,0,0,,8.1,52.9,1012,34.2,,,,,,2013-10-16T06:12:06,2013-10-16T18:03:53,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,10/17/2013,94.7,68.4,81.8,94.6,68.4,81.2,56.5,45.1,0,0,0,,0,0,,8.5,64.5,1010.8,64.3,,,,,,2013-10-17T06:12:12,2013-10-17T18:03:22,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/18/2013,94.4,68.3,82.3,92.2,68.3,81.3,55.6,42.8,0,0,0,,0,0,,6.7,87.1,1011,1,,,,,,2013-10-18T06:12:19,2013-10-18T18:02:52,0.48,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/19/2013,94,64.8,81.1,90.7,64.8,79.7,52.3,40.6,0,0,0,,0,0,,5.4,12.4,1010.8,19.5,,,,,,2013-10-19T06:12:26,2013-10-19T18:02:22,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/20/2013,95.6,64.1,80.8,94,64.1,79.5,53.7,44.6,0,0,0,,0,0,,6.3,28.6,1010.4,17.9,,,,,,2013-10-20T06:12:33,2013-10-20T18:01:53,0.55,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/21/2013,94.4,65.6,80.4,91.6,65.6,79.3,54.6,45.4,0,0,0,,0,0,,7.6,49.7,1010.4,1.2,,,,,,2013-10-21T06:12:42,2013-10-21T18:01:25,0.58,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/22/2013,94.6,64.7,80.6,93,64.7,79.4,54.9,45.9,0,0,0,,0,0,,5.1,2.3,1010.5,10,,,,,,2013-10-22T06:12:50,2013-10-22T18:00:58,0.61,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/23/2013,94.4,64.8,80,92.3,64.8,79.2,56.3,48.5,0,0,0,,0,0,,4.5,352.6,1011,2.3,,,,,,2013-10-23T06:13:00,2013-10-23T18:00:31,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/24/2013,94.6,63.2,79.2,92.3,63.2,78.3,54,46.1,0,0,0,,0,0,,5.6,12.4,1010.8,20.3,,,,,,2013-10-24T06:13:10,2013-10-24T18:00:06,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/25/2013,94.6,63.2,79.6,92,63.2,78.6,53.9,45,0,0,0,,0,0,,5.1,12.7,1010.8,59,,,,,,2013-10-25T06:13:20,2013-10-25T17:59:41,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/26/2013,94.9,63.4,79,91.3,63.4,77.9,51.6,42.1,0,0,0,,0,0,,6.7,20.5,1011,2.9,,,,,,2013-10-26T06:13:31,2013-10-26T17:59:17,0.74,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/27/2013,96.3,64.5,79.8,92.5,64.5,78.6,50.2,39.2,0,0,0,,0,0,,6.5,33.5,1011,17.7,,,,,,2013-10-27T06:13:43,2013-10-27T17:58:54,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,10/28/2013,95.1,69.3,81.7,91.9,69.3,80.7,51.6,37.7,0,0,0,,0,0,,5.8,39.8,1011.4,31.6,,,,,,2013-10-28T06:13:55,2013-10-28T17:58:31,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/29/2013,98.1,67.6,82.4,94.8,67.6,81.4,55.6,43.9,0,0,0,,0,0,,5.1,351.3,1010.1,58.6,,,,,,2013-10-29T06:14:08,2013-10-29T17:58:10,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/30/2013,95.8,68.1,82.2,97.6,68.1,82.6,60.4,51.2,0,0,0,,0,0,,6,306.2,1009.5,54.4,,,,,,2013-10-30T06:14:22,2013-10-30T17:57:50,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,10/31/2013,95.6,65,80.2,93.4,65,79.7,56.1,47.2,0,0,0,,0,0,,7.4,71.2,1009.4,75.3,,,,,,2013-10-31T06:14:36,2013-10-31T17:57:30,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/1/2013,94.9,66.5,80.2,90.6,66.5,78.9,44.1,30.1,0,0,0,,0,0,,8.3,53.6,1009.6,83.6,,,,,,2013-11-01T06:14:51,2013-11-01T17:57:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/2/2013,93.8,64.8,79.3,89.7,64.8,77.9,44.2,30.9,0,0,0,,0,0,,7.8,47.2,1010.2,85.9,,,,,,2013-11-02T06:15:07,2013-11-02T17:56:54,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/3/2013,92.4,62.9,77.5,88.1,62.9,76.2,40.5,28.5,0,0,0,,0,0,,8.5,42,1010.7,52.5,,,,,,2013-11-03T06:15:23,2013-11-03T17:56:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/4/2013,91.1,61.8,76.1,87.4,61.8,75,44.7,34.9,0,0,0,,0,0,,8.9,40.5,1011.8,2.6,,,,,,2013-11-04T06:15:40,2013-11-04T17:56:22,0.03,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,11/5/2013,90.8,58.6,74.5,87.2,58.6,73.6,46.8,40.1,0,0,0,,0,0,,6,8.5,1012.9,71,,,,,,2013-11-05T06:15:58,2013-11-05T17:56:08,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/6/2013,93.8,62.3,77.5,89.8,62.3,76.2,49.3,42.3,0,0,0,,0,0,,5.1,16.1,1012.1,61.3,,,,,,2013-11-06T06:16:16,2013-11-06T17:55:54,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/7/2013,95.1,64.3,79.3,90.9,64.3,77.9,47.9,37.1,0,0,0,,0,0,,6.7,43,1011.9,9.6,,,,,,2013-11-07T06:16:35,2013-11-07T17:55:42,0.14,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,11/8/2013,95.3,65.4,79.3,90.8,65.4,77.8,46.3,35.3,0,0,0,,0,0,,6.7,40.7,1011.1,33.3,,,,,,2013-11-08T06:16:55,2013-11-08T17:55:31,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,11/9/2013,94.7,66.8,80,90.7,66.8,78.7,46.8,33.1,0,0,0,,0,0,,7.4,34.8,1010.8,23.2,,,,,,2013-11-09T06:17:15,2013-11-09T17:55:20,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/10/2013,92,67.9,78.8,88.3,67.9,77.7,47.7,35.4,0,0,0,,0,0,,7.2,51.6,1011.2,30.1,,,,,,2013-11-10T06:17:36,2013-11-10T17:55:11,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,11/11/2013,90.9,62,76.7,87.4,62,75.7,48.6,39.5,0,0,0,,0,0,,6.9,61.1,1010,24.7,,,,,,2013-11-11T06:17:57,2013-11-11T17:55:03,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/12/2013,92.6,60.3,77.3,89,60.3,76.3,50.3,42.5,0,0,0,,0,0,,5.6,65.2,1009.7,2.9,,,,,,2013-11-12T06:18:19,2013-11-12T17:54:56,0.32,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,11/13/2013,94,59.8,78.5,90.1,59.8,77.3,49.3,39.7,0,0,0,,0,0,,4.9,11.8,1010,14.3,,,,,,2013-11-13T06:18:42,2013-11-13T17:54:50,0.35,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,11/14/2013,95.4,62.1,79.1,91.1,62.1,77.6,46.6,36.1,0,0,0,,0,0,,5.8,10.7,1009.8,21.2,,,,,,2013-11-14T06:19:05,2013-11-14T17:54:45,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/15/2013,95.6,61.6,79.2,92.1,61.6,77.8,45.8,33.8,0,0,0,,0,0,,4.9,16.6,1010,51.6,,,,,,2013-11-15T06:19:29,2013-11-15T17:54:42,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,11/16/2013,96.5,60.7,79.1,92.4,60.7,77.7,47,35.9,0,0,0,,0,0,,5.8,21,1010.3,8.7,,,,,,2013-11-16T06:19:54,2013-11-16T17:54:39,0.46,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,11/17/2013,95.6,60.7,79.2,91.2,60.7,77.6,44.4,32.9,0,0,0,,0,0,,6,29.5,1009.6,0,,,,,,2013-11-17T06:20:19,2013-11-17T17:54:38,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
